"","loan_status","loan_amnt","grade","home_ownership","annual_inc","age","ir_cat","emp_cat"
"15619",0,7000,"C","RENT",90000,24,"13.5+","0-15"
"15620",0,3000,"A","OWN",16000,29,"0-8","0-15"
"15621",0,8800,"A","RENT",48000,29,"8-11","0-15"
"15622",0,15000,"B","MORTGAGE",70000,24,"11-13.5","0-15"
"15623",0,5600,"D","MORTGAGE",45000,26,"13.5+","0-15"
"15624",0,20000,"A","RENT",62000,25,"0-8","0-15"
"15625",0,2500,"C","RENT",73000,29,"13.5+","0-15"
"15626",0,20000,"C","OWN",180000,25,"13.5+","0-15"
"15627",0,4800,"A","OWN",12000,38,"0-8","Missing"
"15628",0,5000,"A","RENT",56000,26,"0-8","0-15"
"15629",0,4000,"C","RENT",33280,30,"13.5+","0-15"
"15630",0,5000,"B","MORTGAGE",34000,36,"8-11","0-15"
"15631",0,16000,"E","RENT",50000,22,"13.5+","0-15"
"15632",0,6500,"B","MORTGAGE",56650,22,"8-11","0-15"
"15633",0,20000,"B","RENT",350000,28,"Missing","0-15"
"15634",0,6000,"C","RENT",24996,21,"13.5+","0-15"
"15635",1,15000,"D","RENT",75600,30,"13.5+","0-15"
"15636",0,5000,"C","MORTGAGE",62000,30,"11-13.5","0-15"
"15637",0,21000,"B","RENT",58000,39,"8-11","0-15"
"15638",0,7000,"B","OWN",75000,26,"8-11","15-30"
"15639",0,9625,"B","MORTGAGE",115731,20,"8-11","15-30"
"15640",0,23500,"C","RENT",58704,28,"13.5+","0-15"
"15641",0,3000,"A","MORTGAGE",75000,34,"0-8","0-15"
"15642",0,10800,"D","RENT",39000,36,"13.5+","0-15"
"15643",0,5000,"B","MORTGAGE",75000,23,"11-13.5","0-15"
"15644",0,3200,"A","MORTGAGE",48000,23,"0-8","0-15"
"15645",0,8000,"A","RENT",64000,24,"0-8","0-15"
"15646",0,3300,"B","RENT",57600,28,"Missing","0-15"
"15647",0,10000,"A","RENT",32000,26,"0-8","0-15"
"15648",0,8525,"A","MORTGAGE",54000,24,"8-11","0-15"
"15649",0,6000,"B","RENT",79000,37,"8-11","0-15"
"15650",0,7000,"B","RENT",52000,28,"Missing","0-15"
"15651",0,25000,"C","MORTGAGE",120000,25,"13.5+","0-15"
"15652",0,6000,"C","MORTGAGE",40000,23,"13.5+","0-15"
"15653",0,11600,"A","RENT",70000,26,"0-8","0-15"
"15654",0,22000,"A","MORTGAGE",120000,22,"0-8","0-15"
"15655",0,12250,"D","RENT",51600,25,"13.5+","0-15"
"15656",0,15000,"E","RENT",55200,24,"13.5+","0-15"
"15657",0,6500,"B","MORTGAGE",110000,25,"8-11","0-15"
"15658",1,13000,"A","RENT",42000,26,"0-8","0-15"
"15659",0,6000,"A","MORTGAGE",65000,43,"0-8","30-45"
"15660",0,4250,"F","RENT",35000,28,"13.5+","0-15"
"15661",0,21000,"B","RENT",150000,30,"11-13.5","0-15"
"15662",0,8000,"A","MORTGAGE",64320,29,"0-8","0-15"
"15663",0,7000,"A","MORTGAGE",50000,28,"8-11","0-15"
"15664",0,2000,"B","OWN",60000,23,"11-13.5","0-15"
"15665",0,6000,"B","RENT",30000,22,"11-13.5","0-15"
"15666",0,1000,"A","RENT",45000,24,"0-8","0-15"
"15667",0,6000,"A","MORTGAGE",139200,32,"0-8","0-15"
"15668",0,12500,"A","OWN",47000,26,"8-11","0-15"
"15669",0,5000,"B","OWN",25000,26,"8-11","0-15"
"15670",1,10000,"B","MORTGAGE",60000,25,"11-13.5","0-15"
"15671",0,16000,"C","RENT",107000,28,"11-13.5","0-15"
"15672",1,35000,"B","MORTGAGE",110000,30,"8-11","0-15"
"15673",0,14000,"A","MORTGAGE",98000,26,"0-8","0-15"
"15674",0,12500,"A","RENT",70000,24,"0-8","0-15"
"15675",0,3000,"E","RENT",45000,29,"13.5+","0-15"
"15676",0,10000,"D","RENT",37500,26,"13.5+","0-15"
"15677",0,8000,"A","RENT",38400,22,"0-8","0-15"
"15678",0,14000,"D","OWN",85000,23,"13.5+","0-15"
"15679",1,2400,"B","OWN",372000,30,"8-11","Missing"
"15680",1,12000,"D","RENT",60000,25,"13.5+","Missing"
"15681",0,5000,"A","RENT",60000,23,"Missing","0-15"
"15682",0,10400,"B","RENT",80400,27,"11-13.5","15-30"
"15683",0,7000,"A","RENT",92000,29,"8-11","0-15"
"15684",0,5000,"C","RENT",54996,50,"11-13.5","0-15"
"15685",0,8000,"B","RENT",65000,22,"8-11","0-15"
"15686",0,10000,"A","OWN",50000,25,"Missing","0-15"
"15687",0,5000,"C","MORTGAGE",113000,33,"11-13.5","0-15"
"15688",0,3200,"B","RENT",56000,29,"Missing","0-15"
"15689",0,9600,"B","MORTGAGE",75000,28,"8-11","0-15"
"15690",0,9000,"B","MORTGAGE",72000,24,"Missing","0-15"
"15691",0,9600,"A","MORTGAGE",60000,25,"0-8","15-30"
"15692",0,15000,"B","RENT",43000,22,"8-11","0-15"
"15693",0,10000,"E","RENT",50000,25,"13.5+","0-15"
"15694",0,4000,"A","MORTGAGE",65000,26,"0-8","0-15"
"15695",1,15000,"B","MORTGAGE",67000,29,"8-11","0-15"
"15696",0,16000,"A","MORTGAGE",75000,24,"0-8","0-15"
"15697",0,7000,"C","OWN",19200,48,"Missing","0-15"
"15698",0,10000,"A","RENT",71500,41,"0-8","0-15"
"15699",0,2700,"A","MORTGAGE",99900,26,"Missing","0-15"
"15700",0,6000,"D","RENT",26880,29,"13.5+","0-15"
"15701",0,14800,"B","RENT",30000,28,"11-13.5","0-15"
"15702",1,9600,"F","RENT",60000,23,"13.5+","0-15"
"15703",0,12125,"B","MORTGAGE",150000,25,"8-11","0-15"
"15704",1,19800,"C","MORTGAGE",107000,23,"11-13.5","0-15"
"15705",0,12000,"A","RENT",57000,21,"0-8","0-15"
"15706",0,10000,"B","RENT",56000,35,"11-13.5","0-15"
"15707",0,10400,"B","RENT",31400,29,"8-11","0-15"
"15708",0,25000,"D","MORTGAGE",97000,30,"13.5+","0-15"
"15709",0,14300,"B","RENT",30000,27,"8-11","0-15"
"15710",0,11050,"D","RENT",63000,23,"13.5+","0-15"
"15711",0,7200,"C","RENT",48000,23,"13.5+","0-15"
"15712",0,5500,"A","RENT",56000,22,"8-11","0-15"
"15713",0,12000,"A","MORTGAGE",70000,26,"8-11","0-15"
"15714",0,11200,"A","MORTGAGE",62000,23,"0-8","0-15"
"15715",0,3150,"A","RENT",42000,25,"0-8","0-15"
"15716",0,6000,"D","MORTGAGE",75000,26,"13.5+","0-15"
"15717",0,6000,"C","RENT",49000,25,"Missing","0-15"
"15718",0,10000,"D","MORTGAGE",50000,30,"13.5+","0-15"
"15719",0,1200,"C","OWN",54000,24,"11-13.5","0-15"
"15720",1,12000,"A","MORTGAGE",52000,24,"0-8","0-15"
"15721",0,8000,"E","MORTGAGE",91000,23,"13.5+","0-15"
"15722",0,1000,"B","OWN",19200,25,"Missing","0-15"
"15723",0,24000,"E","RENT",65712,31,"13.5+","0-15"
"15724",0,10000,"A","RENT",36996,30,"8-11","0-15"
"15725",0,7500,"A","RENT",55000,21,"0-8","0-15"
"15726",0,7500,"B","MORTGAGE",52176,23,"8-11","0-15"
"15727",0,14000,"C","RENT",41400,28,"11-13.5","0-15"
"15728",0,4200,"B","RENT",36996,25,"11-13.5","0-15"
"15729",1,15000,"B","MORTGAGE",50000,23,"11-13.5","0-15"
"15730",0,13000,"A","MORTGAGE",180000,33,"0-8","15-30"
"15731",1,4000,"D","RENT",54996,27,"13.5+","0-15"
"15732",0,35000,"B","RENT",120000,34,"8-11","15-30"
"15733",1,12000,"E","MORTGAGE",57600,34,"13.5+","0-15"
"15734",0,5000,"D","OWN",25740,27,"13.5+","0-15"
"15735",0,8000,"B","RENT",46000,27,"11-13.5","15-30"
"15736",0,4000,"D","RENT",34000,27,"13.5+","0-15"
"15737",0,6000,"B","MORTGAGE",124500,26,"8-11","15-30"
"15738",0,4800,"D","RENT",55000,25,"13.5+","0-15"
"15739",0,15000,"C","MORTGAGE",75000,28,"13.5+","0-15"
"15740",0,6900,"B","RENT",47480,24,"8-11","30-45"
"15741",0,30000,"B","MORTGAGE",130000,38,"8-11","0-15"
"15742",1,1000,"D","MORTGAGE",27000,23,"13.5+","0-15"
"15743",0,10000,"D","MORTGAGE",3e+05,42,"13.5+","0-15"
"15744",0,15000,"A","MORTGAGE",104000,21,"8-11","0-15"
"15745",0,12000,"B","MORTGAGE",51996,24,"8-11","0-15"
"15746",1,10800,"D","RENT",75000,23,"13.5+","0-15"
"15747",0,7500,"A","RENT",38000,22,"0-8","0-15"
"15748",0,3000,"E","MORTGAGE",71760,26,"13.5+","0-15"
"15749",0,11800,"A","OWN",60000,44,"8-11","0-15"
"15750",0,8000,"B","RENT",27996,30,"8-11","0-15"
"15751",0,5000,"C","MORTGAGE",106000,38,"11-13.5","0-15"
"15752",0,20000,"B","RENT",50950,25,"11-13.5","0-15"
"15753",0,4900,"D","MORTGAGE",72000,24,"13.5+","0-15"
"15754",0,15000,"B","MORTGAGE",88000,22,"11-13.5","0-15"
"15755",0,15000,"B","MORTGAGE",75000,25,"8-11","0-15"
"15756",0,4000,"D","RENT",42000,26,"13.5+","0-15"
"15757",0,5000,"A","RENT",21648,24,"0-8","0-15"
"15758",0,17500,"B","RENT",95950,25,"11-13.5","0-15"
"15759",1,10000,"B","OWN",36000,30,"11-13.5","0-15"
"15760",0,10000,"A","MORTGAGE",86748,23,"8-11","0-15"
"15761",1,25000,"D","RENT",50000,24,"13.5+","0-15"
"15762",0,7500,"D","RENT",120000,26,"13.5+","0-15"
"15763",1,3000,"C","RENT",42000,23,"Missing","0-15"
"15764",0,6000,"A","MORTGAGE",40000,34,"0-8","0-15"
"15765",0,7200,"B","MORTGAGE",45000,32,"11-13.5","Missing"
"15766",0,3000,"A","OWN",35004,22,"0-8","0-15"
"15767",0,6500,"A","MORTGAGE",65000,36,"0-8","0-15"
"15768",0,3000,"A","RENT",120390,24,"0-8","0-15"
"15769",0,12000,"B","RENT",94992,24,"11-13.5","0-15"
"15770",0,10000,"C","MORTGAGE",97000,29,"11-13.5","0-15"
"15771",0,4000,"A","RENT",98000,26,"8-11","0-15"
"15772",0,15000,"B","MORTGAGE",91000,34,"Missing","15-30"
"15773",0,9000,"A","MORTGAGE",43500,25,"8-11","0-15"
"15774",1,12000,"C","OWN",87500,21,"Missing","0-15"
"15775",0,8500,"B","MORTGAGE",55000,26,"11-13.5","0-15"
"15776",0,15000,"B","RENT",55000,27,"11-13.5","0-15"
"15777",0,16000,"B","MORTGAGE",69600,33,"11-13.5","15-30"
"15778",0,2400,"A","RENT",44000,25,"0-8","0-15"
"15779",0,23600,"B","RENT",54996,24,"11-13.5","0-15"
"15780",0,8750,"B","MORTGAGE",66000,23,"8-11","0-15"
"15781",0,16000,"D","OWN",60000,29,"13.5+","0-15"
"15782",0,25000,"D","MORTGAGE",225000,27,"13.5+","0-15"
"15783",1,10000,"D","MORTGAGE",40000,28,"13.5+","15-30"
"15784",0,7200,"C","RENT",54600,24,"11-13.5","0-15"
"15785",0,7000,"C","MORTGAGE",63000,32,"13.5+","0-15"
"15786",0,20000,"E","MORTGAGE",150000,49,"13.5+","0-15"
"15787",0,20000,"B","MORTGAGE",94200,22,"8-11","15-30"
"15788",0,20000,"C","MORTGAGE",201996,31,"Missing","0-15"
"15789",0,8000,"C","RENT",50000,27,"13.5+","0-15"
"15790",0,6000,"A","MORTGAGE",80000,25,"0-8","0-15"
"15791",0,5600,"C","RENT",46000,33,"13.5+","0-15"
"15792",0,16000,"C","MORTGAGE",35004,28,"11-13.5","0-15"
"15793",1,5000,"C","RENT",35000,26,"11-13.5","0-15"
"15794",0,16000,"B","MORTGAGE",3e+05,34,"8-11","15-30"
"15795",0,14000,"A","RENT",60000,29,"0-8","0-15"
"15796",1,10000,"A","RENT",30000,22,"8-11","0-15"
"15797",0,2600,"E","RENT",38000,32,"Missing","0-15"
"15798",0,17000,"C","MORTGAGE",90636,34,"13.5+","0-15"
"15799",0,8400,"B","MORTGAGE",52000,24,"8-11","15-30"
"15800",0,7500,"B","MORTGAGE",84000,26,"11-13.5","0-15"
"15801",0,5000,"B","MORTGAGE",140000,32,"8-11","0-15"
"15802",0,12000,"A","RENT",62400,23,"0-8","0-15"
"15803",0,4000,"A","MORTGAGE",70000,25,"0-8","0-15"
"15804",0,5000,"D","MORTGAGE",103000,26,"13.5+","0-15"
"15805",0,10000,"B","MORTGAGE",46000,24,"8-11","0-15"
"15806",0,24250,"B","RENT",115200,25,"11-13.5","0-15"
"15807",1,10000,"B","MORTGAGE",150000,30,"8-11","0-15"
"15808",0,5000,"B","RENT",50700,29,"8-11","0-15"
"15809",1,2000,"A","MORTGAGE",26784,21,"0-8","Missing"
"15810",0,17500,"A","MORTGAGE",65000,30,"Missing","0-15"
"15811",0,5000,"A","MORTGAGE",76000,39,"0-8","0-15"
"15812",0,1325,"C","RENT",51500,25,"13.5+","0-15"
"15813",0,3500,"C","MORTGAGE",55800,25,"13.5+","0-15"
"15814",0,10000,"B","RENT",54996,29,"8-11","0-15"
"15815",0,5000,"A","RENT",31200,26,"8-11","0-15"
"15816",0,12000,"A","MORTGAGE",53000,26,"0-8","15-30"
"15817",0,8000,"B","MORTGAGE",30000,25,"8-11","0-15"
"15818",0,12000,"B","RENT",119000,22,"8-11","0-15"
"15819",1,16000,"C","MORTGAGE",53000,23,"13.5+","0-15"
"15820",0,12800,"B","RENT",56004,41,"11-13.5","0-15"
"15821",0,6400,"A","OWN",15600,27,"0-8","0-15"
"15822",0,5550,"D","MORTGAGE",45300,23,"13.5+","0-15"
"15823",0,3000,"A","MORTGAGE",45000,25,"0-8","0-15"
"15824",0,12000,"B","OWN",96000,34,"11-13.5","0-15"
"15825",0,5500,"A","MORTGAGE",90080.61,28,"0-8","0-15"
"15826",0,12000,"D","MORTGAGE",113000,24,"13.5+","0-15"
"15827",0,25000,"B","RENT",47000,42,"11-13.5","0-15"
"15828",0,2000,"A","MORTGAGE",80000,23,"0-8","0-15"
"15829",0,10000,"B","MORTGAGE",104000,27,"8-11","15-30"
"15830",0,5000,"B","OWN",37560,25,"8-11","0-15"
"15831",0,7500,"A","RENT",48000,37,"Missing","0-15"
"15832",0,6600,"A","OWN",31200,37,"0-8","0-15"
"15833",0,8000,"A","RENT",28800,24,"Missing","0-15"
"15834",1,5000,"B","OWN",25000,27,"8-11","0-15"
"15835",0,15000,"A","RENT",190000,32,"8-11","0-15"
"15836",1,10000,"B","RENT",45000,23,"11-13.5","0-15"
"15837",0,8950,"A","RENT",34600,25,"0-8","0-15"
"15838",0,3600,"D","RENT",90000,30,"13.5+","15-30"
"15839",0,17000,"B","MORTGAGE",55900,37,"8-11","0-15"
"15840",0,35000,"B","MORTGAGE",130000,25,"Missing","15-30"
"15841",0,16000,"A","MORTGAGE",44000,33,"0-8","15-30"
"15842",1,10000,"C","RENT",40000,25,"13.5+","0-15"
"15843",0,7000,"C","RENT",68700,23,"11-13.5","0-15"
"15844",0,15000,"A","OWN",125000,25,"0-8","0-15"
"15845",0,18000,"B","MORTGAGE",123504,28,"Missing","0-15"
"15846",1,6200,"B","RENT",25000,36,"8-11","0-15"
"15847",0,10000,"B","RENT",25000,24,"11-13.5","0-15"
"15848",0,8900,"A","RENT",80000,30,"0-8","0-15"
"15849",0,19000,"D","RENT",42432,30,"13.5+","0-15"
"15850",0,7500,"D","RENT",25400,29,"13.5+","0-15"
"15851",0,6800,"C","RENT",39270,32,"11-13.5","0-15"
"15852",0,8250,"A","MORTGAGE",39600,23,"8-11","0-15"
"15853",0,18000,"A","RENT",72000,24,"0-8","0-15"
"15854",0,8500,"A","RENT",28800,24,"Missing","0-15"
"15855",0,10000,"D","MORTGAGE",72900,27,"13.5+","0-15"
"15856",0,3000,"C","RENT",25000,32,"11-13.5","0-15"
"15857",0,6200,"A","RENT",65000,23,"Missing","0-15"
"15858",0,5000,"B","RENT",41600,34,"8-11","0-15"
"15859",0,25000,"D","MORTGAGE",101000,22,"Missing","0-15"
"15860",0,2000,"A","MORTGAGE",21600,23,"0-8","0-15"
"15861",0,4375,"A","MORTGAGE",30000,23,"0-8","0-15"
"15862",0,4750,"B","RENT",19200,34,"11-13.5","0-15"
"15863",0,6450,"D","RENT",31000,25,"13.5+","0-15"
"15864",0,4500,"A","MORTGAGE",48000,25,"0-8","Missing"
"15865",0,5000,"B","RENT",145000,27,"11-13.5","15-30"
"15866",0,19200,"C","RENT",126500,22,"13.5+","0-15"
"15867",0,35000,"C","MORTGAGE",123000,37,"13.5+","0-15"
"15868",0,9000,"B","MORTGAGE",220836,26,"11-13.5","15-30"
"15869",0,3500,"D","RENT",27000,58,"13.5+","0-15"
"15870",0,4800,"A","MORTGAGE",92000,23,"0-8","0-15"
"15871",0,1500,"C","RENT",18000,21,"11-13.5","0-15"
"15872",1,4000,"A","MORTGAGE",42000,43,"0-8","Missing"
"15873",0,16000,"C","RENT",110000,27,"13.5+","0-15"
"15874",1,7800,"B","RENT",33000,23,"8-11","0-15"
"15875",0,21000,"A","MORTGAGE",90000,23,"0-8","0-15"
"15876",0,11200,"C","RENT",46000,31,"13.5+","0-15"
"15877",0,15000,"C","RENT",143000,28,"11-13.5","0-15"
"15878",0,10000,"A","MORTGAGE",58000,28,"8-11","0-15"
"15879",0,7500,"C","OWN",47900,27,"11-13.5","0-15"
"15880",0,8000,"C","RENT",83200,52,"13.5+","0-15"
"15881",0,6000,"A","MORTGAGE",90000,29,"0-8","15-30"
"15882",0,1500,"A","RENT",63128,25,"0-8","Missing"
"15883",0,13000,"A","OWN",53100,26,"0-8","0-15"
"15884",0,12000,"C","RENT",52000,28,"11-13.5","0-15"
"15885",0,14000,"B","RENT",34000,22,"8-11","0-15"
"15886",1,10000,"E","RENT",60000,23,"13.5+","0-15"
"15887",0,8000,"A","RENT",56000,25,"0-8","15-30"
"15888",0,9000,"C","RENT",67092,30,"11-13.5","0-15"
"15889",1,3000,"E","RENT",24000,37,"13.5+","0-15"
"15890",0,15000,"B","RENT",59880,23,"Missing","0-15"
"15891",0,5000,"A","OWN",63000,31,"0-8","Missing"
"15892",0,6500,"B","RENT",63211,22,"11-13.5","0-15"
"15893",0,15000,"B","MORTGAGE",66000,30,"11-13.5","0-15"
"15894",0,24000,"B","RENT",75000,24,"8-11","0-15"
"15895",0,13750,"A","MORTGAGE",60000,36,"0-8","0-15"
"15896",0,4000,"C","RENT",86095,27,"13.5+","0-15"
"15897",0,3575,"B","MORTGAGE",50000,29,"11-13.5","0-15"
"15898",0,1800,"B","MORTGAGE",1e+05,35,"8-11","15-30"
"15899",0,2800,"A","MORTGAGE",85000,25,"0-8","0-15"
"15900",0,8000,"A","MORTGAGE",96000,22,"0-8","0-15"
"15901",0,2800,"D","RENT",56000,22,"13.5+","0-15"
"15902",0,13650,"A","MORTGAGE",35000,21,"0-8","0-15"
"15903",0,10000,"A","RENT",25000,25,"0-8","Missing"
"15904",0,4975,"B","MORTGAGE",80000,30,"8-11","0-15"
"15905",0,10000,"A","RENT",60000,29,"8-11","0-15"
"15906",1,4800,"D","RENT",30000,31,"13.5+","0-15"
"15907",0,5800,"C","MORTGAGE",53000,57,"11-13.5","0-15"
"15908",0,3900,"A","MORTGAGE",52000,22,"0-8","0-15"
"15909",0,12000,"D","RENT",36000,35,"13.5+","0-15"
"15910",0,5000,"C","RENT",28968,27,"11-13.5","0-15"
"15911",0,24000,"C","RENT",80000,35,"13.5+","0-15"
"15912",0,13200,"B","MORTGAGE",66000,23,"11-13.5","0-15"
"15913",0,6000,"A","RENT",40000,23,"0-8","0-15"
"15914",0,18000,"B","RENT",43200,37,"8-11","0-15"
"15915",0,11200,"A","RENT",40000,22,"0-8","0-15"
"15916",0,5500,"D","RENT",50000,21,"13.5+","0-15"
"15917",0,12000,"D","RENT",24000,25,"11-13.5","0-15"
"15918",0,3600,"B","OWN",39000,25,"11-13.5","0-15"
"15919",0,20000,"E","RENT",42500,32,"Missing","0-15"
"15920",0,14400,"B","RENT",84000,32,"11-13.5","Missing"
"15921",0,5000,"A","RENT",39516,26,"0-8","0-15"
"15922",0,3500,"B","OWN",57000,28,"11-13.5","0-15"
"15923",0,6000,"B","RENT",40000,22,"11-13.5","0-15"
"15924",0,1000,"A","MORTGAGE",52000,32,"0-8","0-15"
"15925",0,7500,"C","MORTGAGE",30160,44,"Missing","0-15"
"15926",0,5000,"C","MORTGAGE",90000,28,"13.5+","15-30"
"15927",0,10000,"A","MORTGAGE",94800,84,"0-8","0-15"
"15928",0,7000,"C","MORTGAGE",50285,22,"11-13.5","0-15"
"15929",0,9250,"B","OWN",75000,26,"11-13.5","15-30"
"15930",0,9000,"B","RENT",84000,25,"11-13.5","0-15"
"15931",1,4000,"B","RENT",26004,29,"8-11","0-15"
"15932",0,8000,"B","MORTGAGE",90000,23,"8-11","15-30"
"15933",0,3500,"B","MORTGAGE",42000,22,"8-11","Missing"
"15934",0,3000,"B","RENT",67000,23,"8-11","15-30"
"15935",0,20000,"B","MORTGAGE",65000,23,"11-13.5","0-15"
"15936",1,10800,"D","RENT",54000,27,"13.5+","0-15"
"15937",0,5000,"A","MORTGAGE",35256,36,"0-8","0-15"
"15938",0,6400,"A","RENT",60000,24,"Missing","0-15"
"15939",0,5000,"C","MORTGAGE",69600,26,"11-13.5","0-15"
"15940",0,4000,"C","RENT",32640,25,"11-13.5","0-15"
"15941",0,6500,"B","RENT",24000,24,"11-13.5","0-15"
"15942",1,2400,"B","RENT",46800,30,"11-13.5","0-15"
"15943",0,13000,"D","RENT",72996,34,"13.5+","0-15"
"15944",0,19200,"D","RENT",79636,27,"13.5+","15-30"
"15945",0,3600,"D","RENT",45600,22,"13.5+","0-15"
"15946",0,16000,"A","RENT",36900,22,"0-8","0-15"
"15947",1,7000,"D","RENT",45000,24,"13.5+","0-15"
"15948",0,8000,"B","RENT",60000,21,"11-13.5","0-15"
"15949",0,10400,"B","OWN",38000,31,"11-13.5","15-30"
"15950",0,25000,"B","MORTGAGE",145000,29,"8-11","0-15"
"15951",0,5000,"A","MORTGAGE",130000,27,"8-11","0-15"
"15952",0,5000,"A","MORTGAGE",45000,27,"0-8","0-15"
"15953",0,6000,"A","MORTGAGE",57000,24,"0-8","30-45"
"15954",0,35000,"D","MORTGAGE",175000,23,"Missing","0-15"
"15955",0,9000,"A","RENT",60000,22,"0-8","0-15"
"15956",0,35000,"A","RENT",156000,34,"Missing","0-15"
"15957",0,1000,"A","RENT",29000,22,"0-8","0-15"
"15958",0,3300,"A","RENT",28956,22,"8-11","0-15"
"15959",0,25000,"C","RENT",80000,26,"13.5+","0-15"
"15960",1,3300,"C","OWN",41196,33,"11-13.5","0-15"
"15961",1,1500,"C","RENT",30996,40,"13.5+","0-15"
"15962",0,10000,"D","MORTGAGE",120000,28,"13.5+","0-15"
"15963",0,7875,"A","MORTGAGE",60000,26,"0-8","0-15"
"15964",0,33000,"C","RENT",67746,24,"11-13.5","0-15"
"15965",0,9500,"A","MORTGAGE",48152,23,"0-8","0-15"
"15966",0,18000,"D","RENT",95000,26,"13.5+","0-15"
"15967",0,6000,"B","MORTGAGE",85000,38,"8-11","0-15"
"15968",0,5000,"C","OWN",15000,36,"13.5+","0-15"
"15969",0,4000,"C","OWN",42000,30,"13.5+","Missing"
"15970",0,1000,"A","RENT",5500,26,"8-11","0-15"
"15971",0,15000,"E","OWN",62972,24,"13.5+","0-15"
"15972",0,13000,"A","MORTGAGE",74400,31,"0-8","0-15"
"15973",0,5000,"C","MORTGAGE",66000,44,"11-13.5","0-15"
"15974",0,12000,"A","OWN",55000,33,"0-8","0-15"
"15975",0,20000,"A","MORTGAGE",1e+05,22,"0-8","0-15"
"15976",0,25000,"B","RENT",49464.2,22,"11-13.5","0-15"
"15977",0,2250,"B","OWN",53000,22,"8-11","0-15"
"15978",0,35000,"B","MORTGAGE",95000,24,"11-13.5","0-15"
"15979",0,8000,"D","MORTGAGE",82000,32,"13.5+","0-15"
"15980",0,6000,"A","MORTGAGE",50000,31,"0-8","0-15"
"15981",0,4000,"B","MORTGAGE",60000,24,"11-13.5","0-15"
"15982",0,4000,"A","MORTGAGE",60000,25,"Missing","0-15"
"15983",0,12000,"B","RENT",38000,26,"Missing","0-15"
"15984",0,20000,"E","MORTGAGE",101000,23,"13.5+","15-30"
"15985",1,12000,"C","RENT",70000,22,"11-13.5","0-15"
"15986",1,3200,"B","RENT",40000,35,"8-11","0-15"
"15987",0,13000,"D","RENT",46540.92,24,"Missing","0-15"
"15988",0,2100,"B","MORTGAGE",50000,27,"8-11","0-15"
"15989",0,6400,"A","MORTGAGE",54996,28,"Missing","15-30"
"15990",0,4500,"A","MORTGAGE",96000,29,"0-8","0-15"
"15991",0,5000,"D","RENT",60000,25,"13.5+","0-15"
"15992",0,6000,"A","OWN",125000,26,"0-8","15-30"
"15993",0,1500,"D","RENT",39000,24,"13.5+","0-15"
"15994",0,20000,"A","MORTGAGE",80000,31,"8-11","0-15"
"15995",0,1500,"A","RENT",9600,22,"0-8","0-15"
"15996",0,3000,"A","RENT",72000,23,"0-8","0-15"
"15997",0,15000,"B","MORTGAGE",75000,45,"Missing","0-15"
"15998",0,15000,"A","MORTGAGE",48000,30,"Missing","0-15"
"15999",0,10000,"A","MORTGAGE",40800,23,"0-8","0-15"
"16000",0,4000,"C","RENT",90000,28,"11-13.5","0-15"
"16001",0,10000,"A","MORTGAGE",78000,25,"0-8","0-15"
"16002",1,20000,"B","MORTGAGE",124000,26,"11-13.5","0-15"
"16003",0,9600,"C","RENT",58000,26,"13.5+","0-15"
"16004",0,6000,"C","RENT",69996,24,"11-13.5","0-15"
"16005",0,2700,"B","MORTGAGE",138000,23,"11-13.5","15-30"
"16006",0,10000,"A","RENT",23700,24,"8-11","15-30"
"16007",0,9800,"B","MORTGAGE",78000,24,"8-11","0-15"
"16008",0,2000,"B","RENT",24000,24,"Missing","15-30"
"16009",1,3000,"A","RENT",19992,28,"0-8","15-30"
"16010",0,6000,"C","RENT",40000,22,"11-13.5","0-15"
"16011",0,2500,"B","MORTGAGE",48000,23,"11-13.5","15-30"
"16012",1,5075,"B","RENT",20000,36,"11-13.5","0-15"
"16013",1,1000,"D","RENT",14400,21,"13.5+","0-15"
"16014",0,24000,"C","MORTGAGE",84000,37,"Missing","15-30"
"16015",0,2000,"A","MORTGAGE",60000,27,"0-8","0-15"
"16016",0,3600,"A","MORTGAGE",46325,24,"0-8","0-15"
"16017",0,8400,"D","RENT",52500,23,"13.5+","0-15"
"16018",0,1500,"B","RENT",44604,28,"11-13.5","0-15"
"16019",0,10000,"D","MORTGAGE",78000,33,"Missing","15-30"
"16020",1,5925,"B","RENT",40000,25,"11-13.5","0-15"
"16021",0,9500,"A","MORTGAGE",39000,26,"0-8","0-15"
"16022",0,3600,"A","MORTGAGE",45000,24,"Missing","0-15"
"16023",0,13000,"A","MORTGAGE",37000,22,"0-8","0-15"
"16024",0,5000,"C","MORTGAGE",80000,21,"11-13.5","0-15"
"16025",0,6000,"B","RENT",26000,27,"8-11","0-15"
"16026",0,15000,"C","MORTGAGE",128500,25,"11-13.5","0-15"
"16027",0,4800,"C","RENT",36000,28,"11-13.5","0-15"
"16028",0,14000,"A","MORTGAGE",45000,45,"0-8","0-15"
"16029",0,10000,"A","MORTGAGE",48000,36,"8-11","15-30"
"16030",0,2800,"B","OWN",50000,23,"8-11","0-15"
"16031",0,2800,"E","RENT",45600,28,"13.5+","0-15"
"16032",0,16000,"B","RENT",47000,29,"11-13.5","0-15"
"16033",1,25000,"B","RENT",72000,26,"11-13.5","0-15"
"16034",0,6075,"C","MORTGAGE",35000,32,"11-13.5","0-15"
"16035",0,18000,"C","RENT",40000,25,"11-13.5","0-15"
